user_id,region_id,account_balance
8608,23,664.53
8609,25,135.99
8610,9,583.74
8611,44,643.44
8612,11,488.82
8613,5,814.87
8614,17,998.82
8615,19,301.42
8616,50,138.21
8617,1,55.95
8618,11,223.84
8619,17,239.25
8620,9,529.92
8621,10,27.01
8622,35,94.97
8623,37,756.6
8624,4,23.19
8625,39,190.09
8626,43,400.73
8627,33,645.33
8628,17,907.39
8629,35,288.33
8630,16,367.43
8631,19,794.87
8632,40,855.28
8633,41,986.34
8634,30,599.65
8635,13,253.46
8636,29,455.35
8637,3,356.1
8638,28,688.68
8639,44,895.17
8640,44,180.04
8641,21,149.93
8642,25,563.83
8643,1,101.51
8644,18,279.67
8645,18,409.98
8646,50,520.93
8647,46,558.92
8648,49,730.37
8649,23,112.08
8650,50,145.02
8651,8,508.4
8652,19,73.01
8653,11,138.3
8654,10,760.22
8655,10,844.52
8656,6,885.54
8657,44,976.68
8658,22,30.04
8659,7,304.71
8660,45,911.64
8661,15,636.64
8662,1,843.86
8663,33,346.23
8664,6,973.33
8665,2,771.29
8666,39,802.77
8667,40,475.67
8668,13,717.87
8669,26,593.71
8670,38,486.45
8671,46,804.58
8672,33,39.3
8673,24,436.85
8674,21,235.4
8675,13,863.33
8676,19,531.1
8677,38,36.72
8678,8,675.88
8679,21,469.01
8680,49,729.8
8681,4,234.25
8682,26,937.09
8683,47,88.45
8684,48,93.96
8685,42,366.81
8686,1,891.47
8687,28,975.0
8688,34,872.63
8689,6,364.81
8690,44,746.95
8691,13,681.77
8692,34,631.11
8693,24,199.37
8694,20,209.79
8695,1,376.31
8696,6,223.43
8697,27,805.2
8698,2,288.14
8699,28,228.13
8700,42,468.54
8701,42,965.46
8702,8,800.49
8703,11,708.21
8704,24,304.71
8705,10,935.24
8706,14,867.84
8707,24,745.41
8708,15,748.56
8709,18,906.62
8710,38,62.46
8711,44,859.76
8712,44,926.95
8713,7,140.19
8714,49,639.46
8715,47,377.9
8716,17,858.94
8717,4,820.0
8718,34,195.96
8719,7,710.18
8720,33,388.0
8721,3,168.28
8722,34,889.34
8723,46,213.66
8724,9,756.55
8725,17,794.47
8726,11,503.51
8727,18,83.06
8728,2,620.65
8729,22,597.32
8730,50,799.01
8731,35,880.79
8732,6,269.65
8733,49,716.39
8734,34,440.4
8735,12,809.44
8736,49,248.53
8737,2,818.02
8738,3,891.53
8739,40,491.45
8740,27,103.04
8741,4,973.83
8742,11,139.1
8743,13,797.4
8744,14,411.6
8745,22,160.85
8746,23,389.32
8747,40,465.32
8748,19,630.19
8749,46,307.49
8750,40,137.24
8751,23,868.8
8752,22,639.13
8753,13,239.46
8754,45,599.85
8755,11,982.86
8756,8,887.47
8757,36,536.18
8758,2,761.37
8759,41,462.49
8760,16,736.06
8761,44,831.93
8762,35,112.04
8763,11,565.99
8764,26,678.73
8765,10,552.3
8766,11,511.65
8767,19,996.83
8768,36,387.23
8769,48,635.37
8770,30,722.11
8771,30,239.3
8772,48,469.57
8773,37,514.62
8774,40,150.1
8775,26,777.39
8776,17,20.27
8777,9,790.93
8778,16,5.38
8779,48,50.41
8780,37,772.81
8781,29,841.5
8782,5,437.13
8783,22,606.49
8784,12,401.94
8785,8,351.66
8786,20,915.44
8787,41,741.28
8788,21,495.42
8789,35,321.09
8790,26,383.99
8791,38,20.27
8792,45,171.97
8793,11,460.2
8794,9,204.79
8795,39,810.84
8796,20,851.49
8797,39,544.48
8798,14,252.16
8799,30,600.09
8800,13,195.41
8801,47,77.66
8802,37,578.54
8803,38,587.49
8804,14,839.58
8805,24,430.76
8806,28,583.46
8807,9,398.68
8808,14,478.62
8809,25,478.41
8810,15,444.27
8811,45,579.29
8812,34,920.19
8813,22,639.18
8814,35,863.23
8815,9,467.48
8816,17,964.41
8817,12,253.51
8818,24,512.75
8819,6,565.22
8820,12,596.49
8821,40,992.06
8822,46,714.84
8823,27,787.76
8824,50,695.65
8825,13,827.7
8826,41,981.01
8827,40,615.08
8828,29,481.77
8829,40,481.42
8830,10,908.85
8831,5,444.54
8832,37,871.62
8833,47,841.05
8834,27,745.53
8835,9,953.79
8836,22,704.91
8837,33,641.59
8838,20,344.69
8839,26,29.23
8840,11,592.93
8841,4,678.02
8842,20,489.52
8843,23,126.98
8844,44,796.43
8845,20,473.01
8846,6,562.12
8847,20,632.97
8848,22,175.85
8849,34,141.25
8850,14,169.22
8851,27,137.51
8852,3,736.61
8853,13,857.6
8854,28,547.96
8855,10,70.7
8856,23,465.73
8857,6,116.13
8858,43,488.54
8859,10,36.64
8860,43,530.42
8861,38,721.79
8862,32,254.63
8863,47,149.47
8864,41,918.22
8865,9,900.39
8866,34,224.71
8867,41,356.88
8868,7,25.43
8869,9,109.25
8870,11,286.11
8871,38,728.45
8872,16,293.07
8873,28,331.81
8874,14,192.66
8875,44,91.38
8876,5,294.97
8877,36,617.35
8878,47,479.8
8879,42,629.74
8880,16,358.72
8881,40,608.8
8882,35,923.9
8883,5,657.8
8884,39,729.07
8885,36,917.31
8886,2,386.82
8887,42,194.36
8888,10,890.92
8889,28,194.88
8890,7,43.41
8891,37,615.43
8892,19,530.06
8893,28,936.93
8894,24,446.19
8895,28,870.64
8896,39,83.27
8897,11,537.28
8898,6,549.76
8899,42,847.63
8900,38,295.53
8901,26,146.28
8902,40,182.37
8903,36,814.1
8904,8,699.04
8905,34,293.58
8906,14,914.99
8907,8,497.5
8908,36,404.02
8909,6,728.59
8910,18,637.39
8911,32,462.13
8912,13,951.85
8913,8,375.48
8914,18,90.54
8915,29,299.57
8916,3,256.98
8917,48,56.27
8918,5,728.89
8919,50,426.62
8920,10,427.28
8921,34,641.79
8922,8,68.7
8923,20,786.97
8924,36,734.57
8925,13,514.75
8926,7,294.43
8927,44,282.5
8928,7,856.58
8929,10,812.94
8930,25,33.11
8931,47,692.72
8932,47,841.83
8933,42,948.96
8934,43,13.51
8935,48,356.8
8936,25,645.73
8937,48,397.57
8938,16,665.51
8939,15,520.72
8940,27,135.1
8941,30,387.74
8942,11,978.53
8943,10,502.36
8944,49,967.29
8945,1,950.02
8946,21,667.7
8947,47,168.64
8948,8,591.1
8949,2,416.84
8950,2,657.24
8951,29,380.72
8952,33,145.97
8953,22,601.17
8954,37,162.91
8955,22,155.57
8956,28,496.72
8957,48,885.61
8958,18,147.58
8959,7,238.32
8960,24,514.21
8961,24,243.1
8962,7,403.26
8963,31,807.79
8964,29,739.74
8965,34,616.18
8966,13,518.65
8967,40,695.0
8968,46,919.08
8969,13,942.66
8970,10,883.93
8971,20,618.87
8972,9,185.92
8973,17,489.95
8974,23,19.98
8975,28,252.63
8976,23,652.39
8977,33,366.95
8978,20,312.1
8979,13,145.47
8980,24,650.84
8981,11,390.24
8982,22,587.81
8983,26,973.33
8984,3,842.39
8985,25,709.22
8986,49,591.23
8987,10,146.52
8988,37,82.56
8989,18,219.57
8990,9,870.95
8991,15,680.1
8992,46,813.94
8993,4,170.71
8994,43,690.72
8995,13,483.41
8996,39,554.07
8997,24,432.1
8998,22,19.44
8999,22,190.54
9000,5,272.69
9001,33,969.15
9002,5,677.41
9003,4,278.38
9004,36,419.48
9005,21,591.57
9006,11,573.23
9007,41,63.24
9008,12,562.11
9009,43,731.39
9010,40,929.57
9011,43,226.95
9012,31,937.77
9013,38,612.57
9014,32,81.71
9015,6,479.9
9016,50,484.31
9017,28,45.94
9018,27,773.25
9019,39,118.86
9020,38,846.16
9021,3,73.66
9022,14,841.97
9023,16,109.25
9024,40,490.42
9025,28,720.52
9026,9,905.54
9027,40,60.9
9028,2,3.79
9029,7,253.57
9030,10,999.8
9031,33,925.36
9032,42,60.8
9033,23,959.84
9034,36,769.74
9035,26,125.39
9036,17,616.81
9037,39,791.5
9038,22,692.15
9039,42,638.66
9040,16,719.25
9041,1,560.88
9042,41,11.53
9043,31,89.72
9044,20,566.0
9045,22,995.76
9046,24,215.66
9047,34,872.86
9048,18,142.64
9049,8,530.17
9050,40,193.47
9051,12,463.45
9052,4,621.94
9053,34,848.58
9054,50,623.64
9055,26,316.82
9056,11,664.94
9057,19,385.14
9058,31,317.75
9059,49,974.51
9060,24,707.08
9061,2,312.88
9062,13,625.57
9063,35,440.05
9064,28,49.92
9065,37,642.17
9066,25,739.44
9067,15,836.36
9068,49,334.54
9069,8,845.41
9070,46,868.52
9071,50,583.98
9072,26,706.49
9073,21,278.07
9074,31,734.56
9075,50,708.75
9076,41,33.64
9077,49,256.96
9078,4,907.27
9079,49,836.72
9080,19,610.71
9081,49,582.7
9082,16,44.48
9083,14,388.51
9084,41,570.88
9085,21,558.65
9086,4,361.33
9087,40,908.83
9088,11,728.97
9089,22,603.99
9090,26,758.81
9091,29,140.59
9092,45,121.74
9093,46,425.07
9094,25,489.14
9095,24,528.91
9096,9,616.06
9097,21,187.08
9098,22,702.55
9099,2,365.86
9100,14,688.66
9101,17,622.37
9102,32,519.92
9103,26,798.55
9104,29,49.55
9105,1,760.81
9106,49,229.1
9107,47,871.27
9108,1,456.64
9109,22,164.88
9110,46,925.23
9111,11,171.37
9112,9,75.49
9113,50,817.69
9114,39,230.13
9115,14,759.97
9116,22,561.56
9117,36,373.77
9118,8,105.42
9119,43,49.63
9120,17,465.89
9121,49,93.82
9122,12,830.44
9123,33,664.07
9124,46,585.32
9125,24,823.47
9126,44,455.58
9127,21,253.09
9128,44,332.2
9129,31,726.41
9130,24,477.85
9131,4,522.48
9132,24,101.82
9133,19,666.66
9134,1,345.38
9135,38,80.89
9136,20,889.16
9137,28,373.25
9138,4,295.51
9139,8,691.61
9140,13,358.85
9141,6,111.32
9142,36,362.3
9143,12,865.7
9144,36,326.4
9145,32,584.13
9146,44,936.09
9147,12,110.31
9148,21,534.2
9149,1,965.32
9150,41,33.53
9151,42,860.03
9152,47,784.67
9153,23,388.74
9154,4,626.36
9155,38,266.3
9156,35,688.64
9157,49,8.11
9158,10,549.4
9159,32,23.2
9160,19,824.93
9161,43,207.19
9162,42,8.44
9163,26,29.81
9164,23,318.62
9165,26,539.33
9166,41,606.11
9167,19,552.61
9168,17,19.59
9169,37,105.41
9170,45,623.62
9171,17,103.23
9172,44,505.98
9173,41,496.21
9174,39,771.75
9175,1,26.15
9176,26,329.09
9177,2,557.87
9178,45,816.43
9179,22,509.63
9180,49,20.88
9181,11,521.22
9182,48,293.39
9183,49,866.3
9184,29,806.23
9185,30,115.87
9186,37,147.71
9187,30,172.66
9188,29,388.93
9189,21,459.72
9190,41,737.87
9191,42,912.53
9192,35,651.5
9193,45,622.23
9194,47,574.75
9195,5,150.69
9196,27,993.67
9197,9,792.8
9198,23,598.98
9199,28,23.97
9200,27,921.54
9201,10,940.01
9202,13,483.07
9203,26,621.52
9204,1,4.75
9205,22,32.6
9206,42,273.98
9207,48,301.86
9208,8,887.66
9209,20,539.21
9210,33,924.57
9211,31,353.08
9212,47,199.18
9213,24,142.46
9214,40,816.48
9215,12,289.63
9216,46,244.96
9217,29,703.63
9218,29,831.93
9219,11,770.86
9220,37,707.87
9221,46,68.99
9222,21,809.29
9223,1,8.66
9224,32,117.7
9225,42,880.03
9226,35,187.53
9227,31,19.57
9228,34,447.53
9229,11,427.09
9230,16,133.68
9231,49,374.25
9232,1,754.19
9233,4,266.41
9234,9,985.66
9235,14,817.45
9236,29,811.82
9237,37,517.66
9238,21,823.5
9239,24,45.77
9240,39,712.14
9241,10,6.07
9242,10,98.57
9243,28,172.32
9244,32,38.1
9245,34,230.34
9246,10,590.11
9247,11,17.84
9248,14,917.0
9249,21,16.75
9250,23,766.16
9251,1,906.95
9252,13,499.28
9253,44,696.19
9254,8,654.85
9255,3,982.36
9256,25,222.55
9257,19,329.32
9258,25,524.37
9259,15,937.13
9260,36,678.72
9261,18,904.13
9262,36,711.19
9263,44,529.51
9264,10,390.62
9265,45,429.19
9266,14,697.88
9267,20,561.01
9268,1,752.97
9269,42,596.72
9270,32,456.55
9271,45,544.89
9272,32,575.81
9273,34,474.6
9274,3,309.12
9275,4,38.08
9276,14,494.65
9277,20,947.23
9278,23,700.22
9279,40,9.3
9280,46,78.54
9281,25,413.08
9282,25,561.92
9283,3,431.99
9284,13,396.92
9285,49,607.65
9286,23,449.2
9287,16,523.59
9288,47,735.06
9289,38,933.61
9290,16,942.25
9291,18,972.34
9292,50,601.19
9293,8,118.37
9294,19,514.64
9295,20,983.68
9296,43,459.38
9297,39,844.58
9298,11,252.0
9299,46,258.48
9300,26,844.51
9301,8,81.64
9302,4,581.11
9303,1,945.07
9304,47,215.14
9305,15,426.06
9306,35,850.54
9307,26,373.12
9308,27,471.16
9309,46,469.7
9310,34,868.19
9311,14,700.38
9312,48,68.39
9313,44,438.58
9314,11,551.33
9315,50,282.01
9316,12,20.6
9317,4,13.28
9318,5,314.49
9319,33,125.61
9320,23,48.04
9321,30,735.53
9322,49,735.17
9323,5,118.05
9324,34,678.62
9325,48,719.81
9326,11,9.14
9327,45,366.5
9328,21,407.19
9329,27,829.16
9330,18,112.23
9331,50,455.57
9332,46,467.12
9333,32,636.85
9334,32,921.07
9335,39,761.55
9336,13,995.38
9337,34,2.99
9338,23,888.71
9339,20,560.84
9340,17,295.07
9341,24,35.32
9342,29,146.22
9343,14,806.37
9344,23,257.72
9345,26,648.49
9346,36,52.94
9347,22,695.33
9348,14,284.89
9349,30,800.98
9350,12,807.99
9351,16,376.06
9352,34,323.31
9353,26,601.72
9354,4,836.1
9355,37,426.52
9356,45,119.25
9357,36,109.93
9358,20,280.37
9359,36,111.19
9360,35,53.91
9361,22,847.1
9362,46,700.94
9363,48,746.9
9364,9,759.18
9365,32,947.33
9366,7,521.09
9367,40,452.03
9368,10,833.37
9369,39,103.49
9370,37,738.87
9371,45,712.82
9372,25,290.71
9373,23,738.69
9374,36,154.71
9375,23,59.79
9376,14,319.71
9377,16,497.24
9378,42,478.73
9379,30,337.2
9380,46,277.57
9381,26,771.11
9382,1,953.83
9383,36,443.23
9384,5,575.19
9385,17,873.54
9386,39,659.55
9387,10,421.54
9388,23,719.39
9389,37,228.22
9390,26,761.49
9391,26,813.87
9392,4,103.38
9393,4,882.0
9394,22,443.32
9395,47,904.21
9396,15,674.3
9397,1,436.27
9398,16,573.14
9399,24,706.66
9400,47,424.07
9401,27,705.94
9402,3,177.74
9403,22,656.6
9404,26,289.36
9405,36,541.22
9406,26,775.13
9407,48,249.27
9408,13,901.98
9409,31,276.93
9410,42,464.64
9411,47,292.09
9412,24,758.43
9413,11,480.93
9414,42,727.16
9415,11,457.77
9416,48,961.91
9417,6,48.82
9418,32,362.55
9419,22,418.78
9420,50,590.52
9421,37,391.09
9422,35,988.87
9423,33,792.3
9424,27,113.34
9425,2,52.69
9426,16,981.86
9427,40,231.06
9428,27,121.38
9429,14,798.11
9430,8,894.09
9431,17,755.16
9432,47,626.66
9433,25,270.53
9434,33,470.17
9435,43,120.18
9436,6,415.64
9437,14,302.15
9438,34,54.27
9439,23,900.74
9440,38,194.21
9441,7,180.95
9442,31,267.09
9443,31,117.79
9444,37,968.4
9445,10,93.65
9446,5,618.39
9447,4,122.81
9448,1,257.03
9449,12,637.4
9450,41,367.72
9451,43,895.11
9452,2,500.43
9453,23,169.97
9454,25,532.66
9455,42,38.88
9456,12,457.18
9457,50,538.95
9458,45,885.28
9459,38,132.23
9460,19,50.11
9461,7,349.04
9462,43,117.26
9463,30,631.13
9464,31,969.48
9465,18,931.73
9466,40,636.69
9467,47,814.24
9468,46,194.22
9469,25,772.43
9470,11,783.12
9471,48,458.36
9472,9,58.44
9473,27,119.83
9474,30,629.01
9475,38,551.06
9476,23,594.81
9477,27,956.34
9478,14,946.32
9479,30,254.03
9480,7,120.1
9481,30,651.01
9482,13,22.61
9483,16,659.63
9484,37,465.46
9485,5,495.98
9486,43,793.7
9487,25,315.83
9488,27,290.52
9489,28,752.03
9490,15,654.56
9491,26,720.81
9492,14,216.56
9493,28,439.71
9494,19,720.67
9495,23,425.05
9496,3,167.67
9497,46,206.25
9498,45,994.44
9499,50,235.04
9500,26,626.37
9501,12,910.93
9502,45,591.05
9503,2,806.92
9504,44,127.41
9505,35,682.71
9506,5,442.63
9507,17,146.77
9508,31,42.73
9509,43,525.48
9510,5,180.79
9511,3,528.01
9512,7,203.1
9513,44,149.91
9514,13,477.73
9515,9,289.65
9516,3,940.8
9517,3,954.21
9518,50,298.96
9519,18,263.22
9520,20,699.36
9521,7,329.4
9522,32,842.28
9523,10,273.54
9524,12,304.91
9525,17,565.85
9526,25,133.46
9527,44,418.76
9528,30,170.66
9529,46,588.11
9530,7,26.77
9531,23,355.16
9532,14,588.6
9533,36,880.02
9534,43,790.38
9535,2,834.52
9536,18,849.06
9537,41,992.93
9538,28,988.66
9539,6,949.22
9540,2,318.04
9541,9,128.08
9542,41,214.36
9543,7,76.73
9544,15,794.57
9545,26,795.79
9546,40,387.96
9547,2,697.93
9548,45,202.71
9549,27,703.1
9550,7,423.14
9551,49,104.0
9552,23,984.28
9553,33,237.09
9554,16,757.76
9555,21,823.75
9556,47,530.45
9557,37,256.18
9558,16,990.17
9559,45,154.14
9560,41,105.55
9561,4,387.04
9562,49,643.98
9563,11,194.54
9564,2,916.82
9565,42,535.66
9566,3,866.45
9567,29,416.38
9568,18,87.36
9569,16,736.88
9570,40,754.21
9571,14,907.92
9572,21,110.05
9573,3,379.07
9574,19,437.13
9575,6,301.69
9576,46,880.8
9577,24,54.37
9578,19,388.58
9579,7,14.98
9580,42,620.19
9581,41,661.78
9582,29,91.43
9583,46,457.95
9584,32,333.25
9585,46,539.44
9586,32,605.61
9587,43,984.53
9588,4,925.55
9589,37,164.15
9590,17,801.74
9591,40,85.12
9592,11,878.48
9593,39,940.92
9594,22,496.6
9595,14,647.46
9596,18,217.18
9597,2,256.01
9598,42,727.12
9599,38,776.97
9600,42,224.52
9601,12,339.26
9602,9,147.12
9603,20,895.53
9604,16,302.07
9605,20,751.71
9606,23,731.75
9607,4,942.91
9608,29,271.64
9609,30,980.1
9610,28,870.95
9611,9,957.59
9612,5,649.82
9613,25,125.45
9614,28,718.59
9615,25,688.07
9616,12,425.27
9617,2,53.32
9618,1,393.72
9619,6,723.9
9620,42,340.67
9621,29,723.35
9622,31,827.42
9623,7,290.54
9624,30,160.43
9625,21,42.22
9626,8,83.37
9627,37,306.46
9628,23,545.33
9629,24,691.19
9630,8,331.12
9631,19,39.01
9632,9,359.77
9633,2,620.12
9634,41,496.74
9635,29,670.94
9636,18,176.38
9637,28,309.51
9638,47,877.59
9639,49,556.17
9640,36,459.55
9641,39,122.0
9642,49,340.6
9643,2,779.36
9644,35,789.22
9645,11,220.7
9646,30,712.9
9647,14,279.8
9648,40,421.44
9649,30,29.97
9650,8,771.69
9651,20,617.28
9652,25,422.69
9653,46,878.56
9654,27,832.98
9655,10,717.79
9656,39,545.11
9657,49,517.19
9658,45,450.86
9659,42,579.49
9660,17,167.84
9661,32,910.04
9662,14,611.3
9663,20,246.7
9664,5,920.21
9665,26,554.9
9666,43,721.36
9667,37,652.34
9668,19,505.27
9669,39,412.96
9670,32,471.86
9671,22,371.85
9672,49,973.55
9673,14,323.4
9674,7,275.08
9675,39,170.12
9676,24,689.92
9677,30,376.05
9678,22,267.83
9679,41,832.44
9680,41,570.12
9681,2,189.49
9682,8,434.34
9683,27,940.48
9684,48,832.91
9685,49,460.36
9686,19,577.02
9687,27,264.4
9688,38,696.79
9689,45,400.15
9690,40,90.32
9691,15,286.75
9692,15,469.76
9693,40,641.21
9694,28,543.72
9695,15,249.44
9696,36,967.86
9697,2,382.61
9698,43,555.89
9699,22,882.59
9700,39,761.92
9701,24,636.4
9702,35,609.17
9703,35,784.93
9704,49,33.4
9705,3,751.55
9706,23,670.33
9707,42,440.92
9708,40,551.84
9709,7,972.69
9710,16,3.18
9711,5,895.58
9712,28,185.49
9713,44,628.8
9714,22,300.29
9715,44,291.01
9716,20,23.76
9717,17,190.94
9718,38,76.55
9719,27,109.69
9720,6,870.11
9721,7,25.11
9722,1,729.5
9723,48,424.3
9724,20,468.54
9725,50,72.71
9726,41,648.57
9727,11,139.07
9728,33,60.82
9729,17,338.47
9730,23,247.94
9731,38,397.26
9732,41,3.49
9733,23,216.74
9734,14,562.7
9735,10,35.28
9736,24,915.44
9737,46,69.3
9738,7,695.06
9739,46,221.45
9740,41,270.46
9741,1,558.99
9742,25,372.28
9743,5,412.31
9744,47,127.28
9745,27,185.41
9746,30,426.77
9747,50,144.78
9748,15,329.72
9749,9,638.12
9750,32,449.38
9751,18,208.2
9752,19,291.22
9753,46,200.9
9754,16,10.44
9755,37,380.2
9756,17,4.34
9757,29,602.67
9758,13,693.2
9759,14,630.16
9760,1,320.94
9761,26,811.28
9762,31,31.93
9763,38,580.39
9764,5,37.14
9765,41,748.92
9766,1,209.21
9767,29,733.92
9768,19,343.4
9769,15,673.59
9770,48,935.7
9771,21,31.6
9772,33,714.5
9773,14,924.21
9774,30,716.81
9775,16,250.48
9776,6,742.82
9777,14,834.3
9778,34,511.88
9779,21,279.26
9780,35,998.45
9781,11,684.8
9782,31,415.62
9783,38,425.22
9784,45,595.44
9785,17,502.34
9786,25,781.73
9787,1,188.87
9788,9,365.37
9789,35,99.63
9790,50,430.73
9791,1,560.21
9792,9,378.23
9793,14,142.5
9794,23,425.56
9795,38,911.97
9796,31,277.33
9797,18,147.99
9798,20,939.61
9799,35,76.38
9800,2,981.98
9801,49,775.33
9802,10,328.23
9803,35,212.17
9804,15,65.25
9805,18,515.63
9806,43,633.6
9807,20,951.39
9808,22,473.95
9809,22,884.58
9810,16,939.99
9811,21,292.35
9812,10,190.17
9813,45,921.9
9814,24,621.36
9815,45,601.64
9816,11,664.86
9817,50,712.79
9818,4,868.08
9819,30,785.68
9820,13,731.98
9821,28,200.89
9822,50,509.23
9823,30,409.37
9824,32,870.01
9825,10,569.31
9826,34,680.9
9827,15,700.54
9828,8,359.52
9829,16,872.88
9830,9,0.27
9831,6,705.37
9832,33,658.53
9833,28,983.91
9834,29,383.99
9835,40,197.58
9836,28,222.91
9837,7,103.39
9838,5,97.35
9839,20,486.62
9840,43,317.74
9841,34,870.73
9842,17,854.52
9843,5,978.12
9844,3,392.43
9845,30,293.43
9846,11,143.34
9847,29,783.43
9848,46,556.0
9849,44,114.68
9850,18,948.09
9851,18,349.88
9852,14,313.84
9853,33,929.74
9854,34,972.08
9855,17,664.75
9856,37,608.27
9857,1,309.11
9858,7,939.19
9859,48,611.1
9860,4,28.97
9861,27,446.31
9862,13,901.95
9863,13,941.49
9864,2,214.51
9865,27,18.71
9866,2,867.98
9867,41,630.08
9868,42,385.73
9869,45,62.0
9870,6,539.91
9871,42,100.27
9872,46,408.44
9873,44,949.59
9874,6,203.0
9875,27,22.73
9876,38,941.68
9877,13,533.19
9878,23,621.77
9879,6,552.54
9880,29,42.95
9881,43,522.93
9882,43,840.79
9883,9,505.06
9884,49,169.1
9885,9,620.85
9886,41,81.62
9887,17,787.63
9888,34,744.83
9889,35,768.84
9890,4,831.22
9891,40,374.11
9892,41,886.06
9893,19,22.51
9894,33,503.98
9895,13,554.52
9896,6,637.01
9897,24,705.59
9898,16,219.51
9899,15,501.52
9900,33,459.87
9901,13,143.27
9902,38,582.72
9903,21,972.07
9904,47,536.92
9905,50,939.32
9906,20,345.38
9907,40,325.25
9908,14,54.94
9909,49,222.05
9910,12,533.57
9911,47,521.49
9912,31,277.67
9913,30,739.64
9914,33,73.89
9915,29,590.07
9916,28,909.85
9917,9,933.18
9918,25,565.68
9919,35,461.42
9920,44,459.42
9921,44,870.9
9922,50,478.13
9923,11,815.07
9924,23,717.24
9925,42,342.57
9926,47,230.19
9927,29,875.77
9928,38,396.42
9929,11,889.85
9930,39,766.64
9931,7,252.62
9932,36,549.34
9933,29,543.55
9934,14,747.59
9935,33,551.31
9936,26,405.71
9937,27,435.91
9938,43,272.58
9939,46,592.69
9940,40,571.09
9941,34,938.38
9942,37,395.11
9943,42,809.38
9944,27,194.6
9945,50,123.66
9946,33,408.85
9947,25,212.53
9948,23,506.69
9949,25,737.85
9950,50,289.99
9951,33,646.97
9952,15,835.81
9953,45,417.13
9954,36,880.87
9955,42,654.3
9956,1,666.99
9957,22,489.21
9958,15,346.63
9959,43,466.15
9960,11,45.65
9961,22,550.34
9962,10,3.14
9963,49,718.87
9964,44,395.62
9965,27,800.3
9966,16,626.22
9967,10,660.2
9968,17,497.25
9969,44,318.63
9970,34,867.92
9971,10,552.32
9972,1,625.29
9973,34,480.56
9974,11,500.69
9975,36,84.15
9976,27,700.11
9977,49,707.65
9978,47,630.15
9979,15,699.43
9980,14,507.09
9981,11,552.3
9982,26,870.76
9983,5,899.29
9984,17,539.16
9985,45,943.93
9986,39,959.75
9987,37,263.71
9988,32,878.4
9989,6,212.0
9990,27,105.95
9991,16,581.78
9992,23,134.6
9993,39,39.95
9994,34,547.32
9995,37,99.04
9996,45,955.41
9997,13,595.41
9998,26,449.05
9999,37,77.23
10000,37,597.53
10001,29,231.78
10002,32,230.96
10003,24,567.89
10004,1,675.42
10005,44,956.31
10006,7,118.49
10007,36,252.96
10008,11,51.7
10009,36,323.63
10010,27,53.81
10011,2,604.34
10012,12,900.28
10013,31,259.12
10014,2,510.0
10015,12,587.29
10016,45,37.7
10017,39,122.82
10018,10,993.88
10019,26,93.73
10020,32,229.73
10021,38,995.72
10022,27,308.47
10023,27,370.68
10024,21,467.18
10025,28,528.65
10026,3,175.49
10027,47,535.87
10028,1,716.18
10029,12,581.25
10030,28,218.49
10031,41,754.29
10032,44,283.4
10033,1,773.69
10034,29,802.57
10035,22,736.13
10036,17,396.44
10037,8,547.75
10038,39,208.27
10039,9,105.19
10040,6,26.53
10041,23,745.81
10042,27,6.59
10043,39,871.5
10044,14,282.41
10045,31,711.71
10046,40,414.23
10047,29,112.72
10048,7,90.61
10049,14,723.8
10050,8,408.53
10051,46,679.03
10052,2,806.0
10053,40,890.28
10054,8,690.54
10055,16,721.22
10056,11,207.8
10057,25,777.68
10058,13,679.95
10059,45,644.03
10060,43,698.21
10061,35,65.35
10062,36,875.85
10063,43,408.34
10064,31,526.26
10065,42,420.15
10066,7,138.31
10067,7,410.15
10068,26,687.73
10069,30,824.94
10070,34,546.21
10071,7,721.59
10072,38,697.44
10073,44,695.68
10074,35,283.56
10075,44,627.43
10076,13,281.01
10077,43,621.54
10078,29,504.4
10079,25,610.59
10080,16,520.86
10081,24,314.58
10082,46,170.19
10083,41,209.35
10084,45,837.56
10085,15,488.96
10086,26,316.03
10087,8,846.32
10088,19,959.04
10089,41,809.03
10090,21,729.02
10091,27,288.56
10092,37,861.87
10093,4,783.06
10094,33,605.78
10095,7,872.36
10096,10,110.71
10097,7,794.23
10098,23,376.47
10099,4,130.1
10100,35,119.66
10101,38,582.63
10102,25,590.15
10103,47,849.2
10104,14,147.78
10105,8,801.93
10106,12,557.32
10107,24,921.76
10108,28,52.12
10109,18,230.12
10110,8,211.83
10111,43,944.14
10112,18,461.69
10113,28,326.19
10114,32,562.59
10115,40,681.77
10116,4,480.07
10117,6,364.73
10118,32,159.71
10119,31,410.11
10120,50,61.97
10121,13,135.31
10122,46,828.52
10123,47,61.75
10124,21,452.1
10125,2,735.16
10126,38,52.47
10127,32,216.97
10128,4,869.09
10129,12,543.3
10130,6,52.61
10131,30,204.96
10132,33,298.84
10133,44,352.55
10134,22,572.35
10135,30,709.8
10136,49,648.61
10137,23,635.68
10138,33,823.79
10139,25,94.22
10140,24,279.13
10141,35,61.57
10142,4,959.29
10143,21,529.11
10144,27,273.92
10145,26,686.17
10146,47,878.3
10147,29,519.92
10148,10,262.56
10149,12,602.28
10150,5,475.79
10151,20,756.81
10152,20,982.58
10153,26,510.12
10154,16,749.25
10155,26,229.51
10156,45,479.83
10157,6,245.0
10158,44,824.34
10159,19,441.65
10160,5,992.02
10161,32,314.52
